in:Index,out:WWR_Skylight,out:WWR_Skylight_Vertical_Shading_Divided,out:H_Skylight,out:W_Skylight,out:SH_Skylight,out:Distance_A_Skylight,out:Distance_B_Skylight,out:WWR_Corridor,out:H_Corridor,out:W_Corridor,out:SH_Corridor,out:Distance_A_Corridor,out:Distance_B_Corridor,out:Degree,out:Overhang_Angle,out:Overhang_Length,out:Overhang_Movement_Distance,out:Vertical_Shading_Number,out:Vertical_Shading_Width,out:Vertical_Shading_Length,out:W_Skylight_Vertical_Shading_Divided,out:Vertiacl_Shading_Top_Left_Movement_Distance,out:Vertiacl_Shading_Top_Right_Movement_Distance,out:Hypervolume,out:Rank,out:EUI,out:sDA,out:sGA,out:UDI,out:SVF,out:PMV
1661,70,70,2.5,7.6,0.5,0.3,0.0,15,1.2,3.4,1.0,2.1,0.7,0,-60,0.7,0.0,2,0.02,0.5,7.58,0.0,0.0,1.0,84.362,1.0,0.783951,59.814136,41.613759,8,-999
1673,70,63,2.5,7.6,0.5,0.3,0.0,10,0.8,3.4,2.0,1.5,1.3,0,-70,0.6,0.1,9,0.1,0.1,0.85,0.0,0.0,1.0,82.064,1.0,0.830247,68.523241,44.157395,8,-999
1680,70,57,2.5,7.6,0.5,0.1,0.2,30,2.0,4.0,0.8,1.3,0.9,0,-70,0.5,0.0,8,0.2,0.9,0.89,0.1,0.1,1.0,82.888,1.0,0.854938,69.230586,23.851119,8,-999
1686,40,40,2.6,4.2,0.4,0.9,2.8,10,0.6,4.5,2.0,1.0,0.7,0,-80,0.9,0.5,5,0.02,0.1,1.03,0.0,0.0,0.981481,81.687,0.981481,0.92284,76.305494,41.499054,2,-999
1687,50,45,2.6,5.2,0.4,2.0,0.7,10,0.6,4.5,2.0,1.2,0.5,0,-80,0.9,0.5,6,0.1,0.1,0.94,0.05,0.05,0.996914,83.025,0.996914,0.907407,74.449383,42.184711,4,-999
1688,70,70,2.6,7.3,0.4,0.0,0.6,40,2.0,5.4,1.0,0.0,0.8,0,-80,0.5,0.1,2,0.02,1.0,7.28,0.0,0.0,1.0,85.014,1.0,0.685185,43.734259,33.580923,8,-999
1704,45,34,2.6,4.7,0.4,1.2,2.0,20,1.5,3.6,1.0,0.2,2.4,0,-40,1.0,0.0,5,0.3,0.7,0.87,0.15,0.05,0.975309,81.07,0.975309,0.981481,78.303457,25.259399,3,-999
1716,30,29,2.0,4.0,1.0,0.8,3.1,10,0.6,4.5,2.0,0.7,1.0,0,-80,1.0,0.0,5,0.2,0.1,0.98,0.0,0.0,0.882716,81.516,0.882716,0.941358,77.915833,39.047373,0,-999
1717,40,37,2.6,4.2,0.4,1.0,2.7,10,0.6,4.5,2.0,0.4,1.3,0,-80,0.9,0.5,5,0.1,0.1,0.95,0.05,0.05,0.978395,81.722,0.978395,0.929012,76.801235,41.012165,2,-999
1720,50,41,2.5,5.4,0.5,2.1,0.4,15,0.9,4.5,0.8,0.1,1.6,0,-70,1.3,0.7,6,0.2,0.8,0.88,0.05,0.05,0.938272,81.893,0.938272,0.919753,75.815432,26.478574,4,-999
1737,70,63,2.5,7.6,0.5,0.3,0.0,20,1.2,4.5,1.0,1.5,0.2,0,-50,0.9,0.1,9,0.1,0.1,0.85,0.0,0.1,1.0,82.545,1.0,0.796296,60.517809,41.332443,8,-999
1740,35,32,1.3,7.3,1.0,0.3,0.3,20,0.9,6.0,0.9,0.0,0.2,0,-80,1.7,0.7,7,0.4,0.5,1.12,0.0,0.1,0.996914,82.27,0.996914,0.876543,75.248025,32.04051,1,-999
1750,70,70,2.5,7.6,0.5,0.3,0.0,30,1.4,5.8,1.0,0.0,0.4,0,-80,1.0,0.5,5,0.02,1.0,1.88,0.0,0.0,1.0,82.373,1.0,0.771605,55.383642,28.569691,8,-999
1771,40,30,1.7,6.4,0.9,0.9,0.6,35,1.8,5.2,0.8,0.6,0.4,0,-60,1.1,0.0,5,0.8,0.3,1.2,0.3,0.05,1.0,82.099,1.0,0.845679,69.972994,31.709443,2,-999
1773,30,29,1.3,6.2,0.9,0.2,1.5,10,0.8,3.4,2.0,1.8,1.0,0,-80,0.9,0.0,7,0.2,0.1,1.01,0.0,0.0,0.830247,82.167,0.830247,0.929012,76.698117,40.442712,0,-999
1789,65,46,2.3,7.6,0.7,0.0,0.3,10,0.8,3.4,2.0,0.3,2.5,0,-70,0.9,0.1,3,1.1,0.1,2.7,0.0,0.0,1.0,83.333,1.0,0.885802,73.646481,42.546447,7,-999
1810,70,33,2.5,7.6,0.5,0.3,0.0,10,0.8,3.4,2.0,2.0,0.8,0,-30,1.5,0.1,5,1.0,0.4,0.9,0.4,0.2,0.885802,80.727,0.885802,0.981481,79.485895,33.528145,8,-999
1823,70,69,2.6,7.3,0.4,0.2,0.4,10,0.8,3.4,2.0,0.7,2.1,0,-40,0.9,0.0,9,0.02,1.0,0.89,0.0,0.0,0.981481,80.864,0.981481,0.993827,78.074321,18.483439,8,-999
1824,70,69,2.5,7.6,0.5,0.2,0.1,15,1.2,3.4,0.8,2.8,0.0,0,-70,0.8,0.2,7,0.02,0.1,1.25,0.0,0.0,1.0,84.362,1.0,0.75,59.275556,44.705657,8,-999
1836,50,35,2.3,5.9,0.7,1.8,0.2,10,0.8,3.4,2.0,0.9,1.9,0,-80,1.0,0.3,3,0.9,0.1,2.05,0.45,0.45,0.938272,82.819,0.938272,0.919753,76.100154,41.171676,4,-999
1837,50,32,2.3,5.9,0.7,0.4,1.6,10,0.6,4.5,2.0,0.7,1.0,0,-80,1.0,0.3,3,1.2,0.1,1.85,0.45,0.5,0.938272,82.682,0.938272,0.935185,77.375309,39.794692,4,-999
1846,30,30,1.6,5.1,0.9,0.0,2.8,40,1.9,5.7,1.0,0.5,0.0,0,-30,1.8,0.0,6,0.2,0.6,1.0,0.0,0.0,1.0,82.545,1.0,0.950617,73.450802,21.758144,0,-999
1853,70,63,2.5,7.6,0.5,0.3,0.0,10,0.8,3.4,2.0,1.3,1.5,0,-40,0.8,0.0,9,0.1,0.2,0.85,0.05,0.0,1.0,81.722,1.0,0.864198,69.899969,39.673623,8,-999
1854,50,30,2.4,5.6,0.6,0.2,2.1,30,1.9,4.3,0.8,0.7,1.2,0,-50,1.6,0.7,3,1.2,0.4,1.7,0.05,0.2,1.0,82.716,1.0,0.898148,73.314228,30.308638,4,-999
1864,30,29,2.0,4.0,1.0,2.1,1.8,15,0.7,5.8,2.0,0.3,0.1,0,-80,1.1,0.1,5,0.2,0.7,0.98,0.0,0.0,0.805556,81.104,0.805556,0.987654,79.219475,22.18361,0,-999
1879,35,34,2.2,4.3,0.8,0.8,2.8,10,0.8,3.4,2.0,0.8,2.0,0,-80,1.6,0.8,5,0.02,0.1,1.06,0.0,0.0,0.938272,81.447,0.938272,0.925926,76.453858,41.057491,1,-999
1883,70,63,2.5,7.6,0.5,0.2,0.1,15,1.2,3.4,0.8,1.2,1.6,0,-60,0.7,0.1,9,0.1,0.4,0.85,0.0,0.05,1.0,81.687,1.0,0.842593,68.323117,33.565092,8,-999
1894,30,29,1.8,4.5,0.9,1.2,2.2,10,0.8,3.4,2.0,1.8,1.0,0,-80,1.0,0.1,5,0.3,0.1,1.1,0.0,0.0,0.876543,81.447,0.876543,0.944444,77.158981,40.577517,0,-999
1914,70,47,2.6,7.3,0.4,0.0,0.6,15,1.2,3.4,0.9,0.0,2.8,0,-50,0.8,0.0,4,0.8,0.8,1.63,0.1,0.7,1.0,82.99,1.0,0.91358,73.705556,34.919261,8,-999
1926,50,49,2.3,5.9,0.7,0.6,1.4,10,0.8,3.4,2.0,1.0,1.8,0,-80,1.4,0.7,7,0.02,0.1,0.96,0.0,0.0,1.0,83.059,1.0,0.882716,72.769105,42.834352,4,-999
1927,30,29,2.0,4.0,1.0,0.8,3.1,10,0.6,4.5,2.0,1.2,0.5,0,-80,1.3,0.3,3,0.9,0.1,1.98,0.0,0.0,0.898148,82.236,0.898148,0.935185,77.591235,39.40522,0,-999
1940,30,29,1.4,5.8,1.0,0.9,1.2,10,0.7,3.9,2.0,1.0,1.3,0,-60,1.4,0.2,7,0.1,0.8,0.95,0.0,0.0,0.570988,81.104,0.570988,1.0,79.041327,20.815551,0,-999
1949,60,53,2.3,7.0,0.7,0.7,0.2,25,1.1,6.1,1.0,0.1,0.0,0,-60,1.2,0.3,3,0.4,0.6,3.1,0.25,0.15,1.0,83.882,1.0,0.796296,61.950833,36.88741,6,-999
1954,35,30,2.2,4.3,0.8,2.1,1.5,10,0.8,3.4,2.0,1.3,1.5,0,-80,0.8,0.0,2,0.8,0.1,3.7,0.5,0.1,0.888889,82.442,0.888889,0.935185,76.859012,40.300617,1,-999
1961,35,31,1.9,5.0,0.8,0.4,2.5,35,1.6,5.9,0.8,0.0,0.3,0,-60,1.3,0.3,4,0.7,0.5,1.47,0.1,0.05,1.0,82.99,1.0,0.848765,69.294753,30.055589,1,-999
1992,70,57,2.5,7.6,0.5,0.1,0.2,10,0.8,3.4,2.0,0.0,2.8,0,-70,0.7,0.1,8,0.2,0.6,0.89,0.0,0.1,0.996914,82.373,0.996914,0.92284,75.73821,27.91129,8,-999
