in:Index,out:WWR_Skylight,out:WWR_Skylight_Vertical_Shading_Divided,out:H_Skylight,out:W_Skylight,out:SH_Skylight,out:Distance_A_Skylight,out:Distance_B_Skylight,out:WWR_Corridor,out:H_Corridor,out:W_Corridor,out:SH_Corridor,out:Distance_A_Corridor,out:Distance_B_Corridor,out:Degree,out:Overhang_Angle,out:Overhang_Length,out:Overhang_Movement_Distance,out:Vertical_Shading_Number,out:Vertical_Shading_Width,out:Vertical_Shading_Length,out:W_Skylight_Vertical_Shading_Divided,out:Vertiacl_Shading_Top_Left_Movement_Distance,out:Vertiacl_Shading_Top_Right_Movement_Distance,out:Hypervolume,out:Rank,out:EUI,out:sDA,out:sGA,out:UDI,out:SVF,out:PMV
698,70,70,2.5,7.6,0.5,0.0,0.3,40,2.0,5.4,0.8,0.0,0.8,0,-80,0.6,0.1,2,0.02,0.1,7.58,0.0,0.0,1.0,85.562,1.0,0.617284,39.3675,38.719183,8,-999
711,40,32,2.6,4.2,0.4,1.0,2.7,10,0.6,4.5,2.0,0.4,1.3,0,-80,0.7,0.3,4,0.6,0.1,1.1,0.1,0.2,0.916667,82.476,0.916667,0.947531,77.457593,39.647217,2,-999
712,60,37,2.6,6.2,0.4,0.4,1.3,10,0.6,4.5,2.0,1.3,0.4,0,-80,0.7,0.3,3,1.2,0.1,1.9,0.0,0.0,0.966049,82.853,0.966049,0.932099,77.302716,40.949307,6,-999
725,35,31,1.6,5.9,1.0,0.6,1.4,10,0.8,3.4,2.0,0.6,2.2,0,-40,1.5,0.0,7,0.1,0.1,0.88,0.05,0.05,0.91358,82.202,0.91358,0.944444,77.759074,37.87756,1,-999
758,30,29,2.0,4.0,0.8,0.0,3.9,10,0.8,3.4,2.0,0.0,2.8,0,-80,0.8,0.0,5,0.1,1.0,0.98,0.0,0.0,0.410494,80.761,0.410494,0.981481,77.453704,19.371879,0,-999
770,30,29,2.0,4.0,0.8,0.5,3.4,10,0.8,3.4,2.0,1.1,1.7,0,-80,0.8,0.0,2,0.9,0.2,3.98,0.0,0.0,0.854938,82.27,0.854938,0.935185,76.710833,39.030965,0,-999
771,40,40,2.6,4.2,0.4,0.0,3.7,10,0.8,3.4,2.0,0.0,2.8,0,-80,0.6,0.2,5,0.02,1.0,1.03,0.0,0.0,0.651235,80.83,0.651235,0.959877,77.874352,20.649015,2,-999
772,30,29,2.0,4.0,0.8,0.8,3.1,10,0.8,3.4,2.0,0.8,2.0,0,-80,0.8,0.0,5,0.1,1.0,0.98,0.0,0.0,0.42284,80.761,0.42284,0.978395,77.532685,19.364237,0,-999
793,60,44,2.5,6.5,0.5,0.2,1.2,35,1.6,5.9,0.8,0.1,0.2,0,-60,1.2,0.6,3,0.9,0.8,2.35,0.15,0.1,1.0,83.608,1.0,0.830247,64.42284,31.311651,6,-999
796,30,29,1.5,5.4,0.9,0.1,2.4,10,0.6,4.5,2.0,1.7,0.0,0,-70,1.2,0.2,6,0.2,0.2,1.06,0.0,0.0,0.833333,81.962,0.833333,0.938272,77.142037,35.734507,0,-999
807,30,29,2.0,4.0,0.9,3.5,0.4,15,0.9,4.5,0.9,0.2,1.5,0,-80,0.9,0.0,5,0.2,0.4,0.98,0.0,0.0,0.87037,81.413,0.87037,0.907407,76.223642,32.397812,0,-999
809,65,59,2.5,7.0,0.5,0.3,0.6,15,1.2,3.4,1.0,1.5,1.3,0,-60,1.4,0.7,7,0.1,0.6,1.07,0.05,0.05,1.0,82.956,1.0,0.898148,71.973395,30.21066,7,-999
816,40,39,2.3,4.7,0.7,1.3,1.9,10,0.6,4.5,2.0,0.8,0.9,0,-80,1.2,0.5,5,0.02,0.1,1.15,0.0,0.0,0.993827,81.687,0.993827,0.916667,75.536759,41.395118,2,-999
817,40,31,2.6,4.2,0.4,1.0,2.7,10,0.6,4.5,2.0,0.2,1.5,0,-80,1.1,0.7,3,0.8,0.1,1.6,0.25,0.15,0.898148,82.202,0.898148,0.950617,77.582593,39.797908,2,-999
834,45,38,2.6,4.7,0.4,0.0,3.2,20,0.9,6.0,0.9,0.2,0.0,0,-80,1.1,0.7,5,0.2,0.9,0.97,0.05,0.1,0.975309,81.139,0.975309,0.87963,75.226944,26.276885,3,-999
848,30,30,1.2,6.8,0.8,0.0,1.1,40,1.8,6.0,1.0,0.0,0.2,0,-80,1.8,1.0,2,0.02,1.0,6.78,0.0,0.0,1.0,83.059,1.0,0.858025,68.942222,28.837848,0,-999
853,40,32,2.1,5.1,0.8,2.5,0.3,10,0.8,3.4,2.0,2.1,0.7,0,-70,0.8,0.0,6,0.2,0.7,0.82,0.0,0.15,0.589506,81.55,0.589506,0.972222,77.829259,24.519454,2,-999
863,30,30,1.2,6.8,0.8,0.0,1.1,40,2.0,5.4,0.8,0.0,0.8,0,-80,0.8,0.0,2,0.02,1.0,6.78,0.0,0.0,1.0,83.368,1.0,0.82716,67.457407,29.394273,0,-999
868,50,43,1.8,7.5,0.8,0.3,0.1,40,1.8,6.0,0.8,0.2,0.0,0,-70,1.1,0.3,2,1.0,0.6,6.5,0.75,0.0,1.0,84.156,1.0,0.762346,55.978333,34.286114,4,-999
876,30,30,1.2,6.8,0.9,0.0,1.1,35,2.0,4.7,0.9,0.0,1.5,0,-80,0.9,0.0,2,0.02,0.9,6.78,0.0,0.0,1.0,83.196,1.0,0.848765,70.450062,29.43404,0,-999
877,30,30,1.2,6.8,0.8,0.4,0.7,40,2.0,5.4,0.8,0.8,0.0,0,-80,0.8,0.0,2,0.02,1.0,6.78,0.0,0.0,1.0,83.368,1.0,0.824074,67.534846,29.506758,0,-999
880,45,36,2.4,5.1,0.6,1.4,1.4,35,1.6,5.9,0.8,0.1,0.2,0,-70,1.4,0.8,6,0.2,0.9,0.82,0.0,0.15,1.0,82.716,1.0,0.882716,71.703333,22.949141,3,-999
886,65,64,2.3,7.6,0.7,0.2,0.1,15,1.2,3.4,0.8,1.9,0.9,0,-60,0.9,0.0,8,0.02,0.9,1.07,0.0,0.0,1.0,82.407,1.0,0.876543,72.041265,24.724209,7,-999
955,60,38,2.1,7.7,0.9,0.2,0.0,20,0.9,6.0,1.0,0.2,0.0,0,-60,1.1,0.1,5,0.7,0.1,1.22,0.35,0.35,1.0,81.927,1.0,0.858025,72.027068,40.472584,6,-999
958,45,34,2.6,4.7,0.4,0.1,3.1,40,1.8,6.0,0.8,0.1,0.1,0,-80,0.4,0.0,5,0.3,0.8,0.87,0.2,0.05,1.0,82.064,1.0,0.861111,69.858241,24.295662,3,-999
969,60,33,2.1,7.7,0.9,0.0,0.2,30,2.0,4.0,1.0,1.8,0.4,0,-50,1.3,0.0,6,0.7,1.0,0.84,0.4,0.1,0.996914,82.236,0.996914,0.978395,78.338673,21.653225,6,-999
991,65,58,2.3,7.6,0.7,0.0,0.3,25,1.8,3.8,0.9,0.0,2.4,0,-50,1.1,0.2,9,0.1,0.7,0.85,0.05,0.05,1.0,81.687,1.0,0.87037,70.097253,24.676611,7,-999
998,35,30,2.2,4.3,0.8,3.5,0.1,10,0.8,3.4,2.0,0.8,2.0,0,-80,1.3,0.5,3,1.1,1.0,1.85,0.15,0.15,0.608025,81.55,0.608025,0.953704,76.682778,29.317506,1,-999
1001,70,66,2.6,7.3,0.4,0.1,0.5,10,0.8,3.4,2.0,1.3,1.5,0,-60,1.2,0.6,5,0.1,0.2,1.72,0.1,0.0,1.0,82.236,1.0,0.82716,67.384414,41.708825,8,-999
1008,30,29,2.0,4.0,0.8,0.6,3.3,10,0.8,3.4,2.0,2.6,0.2,0,-80,0.9,0.1,5,0.2,0.1,0.98,0.0,0.0,0.808642,81.481,0.808642,0.941358,76.854537,39.643284,0,-999
1011,40,33,2.6,4.2,0.4,1.0,2.7,10,0.6,4.5,2.0,1.0,0.7,0,-80,1.1,0.7,5,0.2,0.1,0.85,0.05,0.1,0.932099,81.447,0.932099,0.947531,77.391698,40.028377,2,-999
1012,60,54,2.6,6.2,0.4,1.2,0.5,10,0.6,4.5,2.0,0.2,1.5,0,-80,0.7,0.3,7,0.1,0.3,0.93,0.0,0.05,1.0,82.888,1.0,0.898148,73.781296,35.998785,6,-999
1014,60,32,2.1,7.7,0.9,0.0,0.2,15,1.2,3.4,0.8,0.4,2.4,0,-60,1.6,0.5,5,1.0,0.2,1.02,0.1,0.35,0.996914,81.207,0.996914,0.916667,76.247809,39.717174,6,-999
1017,65,53,2.3,7.6,0.7,0.2,0.1,35,1.6,5.9,0.8,0.0,0.3,0,-40,1.2,0.1,8,0.2,0.7,0.89,0.1,0.1,1.0,83.162,1.0,0.833333,62.930525,26.280009,7,-999
1028,30,29,2.0,4.0,1.0,2.5,1.4,10,0.6,4.5,2.0,0.0,1.7,0,-80,1.0,0.0,2,0.02,0.1,3.98,0.0,0.0,0.895062,82.407,0.895062,0.932099,77.494321,40.019869,0,-999
1031,45,40,1.6,7.6,1.0,0.1,0.2,25,1.2,5.6,1.0,0.4,0.2,0,-60,1.4,0.2,9,0.1,0.5,0.85,0.0,0.05,1.0,81.584,1.0,0.959877,75.050031,28.21479,3,-999
1033,35,34,1.8,5.2,0.8,1.1,1.6,35,1.6,5.9,0.8,0.1,0.2,0,-80,1.4,0.6,6,0.02,0.2,1.02,0.0,0.0,1.0,83.265,1.0,0.817901,67.233673,33.309484,1,-999
1057,50,34,1.8,7.5,1.0,0.3,0.1,20,1.3,4.2,0.8,1.9,0.1,0,-80,1.7,0.7,3,1.2,0.1,2.55,1.05,0.15,1.0,83.162,1.0,0.848765,72.655833,39.341781,4,-999
1072,70,54,2.5,7.6,0.5,0.0,0.3,10,0.6,4.5,2.0,0.0,1.7,0,-80,0.5,0.0,3,0.9,1.0,2.9,0.25,0.05,1.0,83.162,1.0,0.87963,73.326821,34.978607,8,-999
1085,30,29,2.0,4.0,0.9,2.9,1.0,10,0.8,3.4,2.0,0.3,2.5,0,-80,0.9,0.0,2,1.2,0.1,3.98,0.0,0.0,0.833333,82.373,0.833333,0.925926,76.783549,40.346303,0,-999
1086,50,31,2.6,5.2,0.4,1.5,1.2,10,0.6,4.5,2.0,0.9,0.8,0,-80,0.9,0.5,5,0.5,0.1,0.8,0.3,0.2,0.916667,81.413,0.916667,0.941358,77.962932,39.439579,4,-999
1087,30,29,2.0,4.0,1.0,0.8,3.1,10,0.6,4.5,2.0,1.2,0.5,0,-80,1.5,0.5,5,0.2,0.1,0.98,0.0,0.0,0.873457,81.447,0.873457,0.938272,77.896049,39.028482,0,-999
1104,40,30,2.2,4.9,0.8,0.9,2.1,10,0.8,3.4,2.0,1.0,1.8,0,-80,1.5,0.7,4,0.4,0.1,1.23,0.15,0.25,0.91358,82.133,0.91358,0.938272,77.127778,39.992618,2,-999
1116,45,34,2.6,4.7,0.4,1.0,2.2,10,0.6,4.5,2.0,1.0,0.7,0,-80,0.4,0.0,5,0.3,0.1,0.87,0.0,0.25,0.932099,81.379,0.932099,0.944444,77.380556,40.050567,3,-999
1117,55,32,2.6,5.7,0.4,1.3,0.9,10,0.6,4.5,2.0,0.2,1.5,0,-80,0.5,0.1,3,1.2,0.1,1.65,0.1,0.75,0.91358,82.545,0.91358,0.938272,77.907963,40.027905,5,-999
1124,45,34,2.6,4.7,0.4,2.9,0.3,30,1.4,5.8,1.0,0.3,0.1,0,-20,1.6,0.1,5,0.3,0.8,0.87,0.15,0.05,1.0,81.653,1.0,0.950617,76.198302,23.220401,3,-999
1153,30,30,1.8,4.5,1.0,0.4,3.0,25,1.8,3.8,1.0,1.6,0.8,0,-80,1.4,0.4,2,0.8,1.0,4.48,0.0,0.0,1.0,82.545,1.0,0.910494,75.520247,30.265165,0,-999
1162,35,34,1.3,7.3,1.0,0.6,0.0,10,0.8,3.4,2.0,0.7,2.1,0,-40,1.7,0.1,9,0.02,0.1,0.89,0.0,0.0,0.907407,81.413,0.907407,0.92284,76.893457,38.045181,1,-999
1173,30,29,1.3,6.2,0.8,1.0,0.7,10,0.8,3.4,2.0,0.6,2.2,0,-80,0.9,0.1,7,0.2,1.0,1.01,0.0,0.0,0.42284,81.036,0.42284,0.972222,77.500772,19.795687,0,-999
1177,70,45,2.5,7.6,0.5,0.0,0.3,10,0.6,4.5,2.0,0.8,0.9,0,-80,1.0,0.5,4,0.9,1.0,1.63,0.25,0.65,0.993827,82.785,0.993827,0.929012,76.417438,33.722041,8,-999
1182,40,36,1.4,7.7,1.0,0.0,0.2,40,1.8,6.0,0.9,0.1,0.1,0,-60,1.4,0.2,9,0.1,0.4,0.86,0.05,0.0,1.0,82.099,1.0,0.867284,68.724352,26.639883,2,-999
1189,35,31,1.3,7.3,1.0,0.0,0.6,15,0.7,5.8,2.0,0.4,0.0,0,-80,1.0,0.0,5,1.0,0.3,1.62,0.05,0.15,0.975309,81.619,0.975309,0.919753,77.560247,34.101505,1,-999
1206,40,33,2.6,4.2,0.4,0.8,2.9,10,0.6,4.5,2.0,1.2,0.5,0,-80,0.5,0.1,5,0.2,0.1,0.85,0.05,0.15,0.916667,81.55,0.916667,0.947531,77.299321,39.912582,2,-999
1207,40,31,2.6,4.2,0.4,3.2,0.5,10,0.6,4.5,2.0,1.2,0.5,0,-80,0.5,0.1,3,1.1,0.1,1.6,0.1,0.05,0.830247,82.476,0.830247,0.947531,77.196975,39.39585,2,-999
1226,70,50,2.5,7.6,0.5,0.0,0.3,25,1.7,4.0,0.9,1.6,0.6,0,-40,0.9,0.1,3,1.1,0.6,2.7,0.05,0.15,1.0,83.642,1.0,0.842593,67.799877,34.180004,8,-999
1229,35,35,1.4,6.8,0.9,0.8,0.3,40,1.8,6.0,0.8,0.0,0.2,0,-70,1.2,0.2,8,0.02,0.7,0.95,0.0,0.0,1.0,82.716,1.0,0.876543,69.804722,23.545101,1,-999
1234,30,29,2.0,4.0,0.9,2.4,1.5,10,0.8,3.4,2.0,1.5,1.3,0,-70,1.1,0.1,5,0.1,1.0,0.98,0.0,0.0,0.450617,80.693,0.450617,0.996914,77.948148,19.299478,0,-999
1235,30,29,2.0,4.0,0.9,0.4,3.5,10,0.8,3.4,2.0,0.3,2.5,0,-60,1.0,0.0,5,0.2,0.4,0.98,0.0,0.0,0.675926,81.036,0.675926,0.966049,78.084691,29.772969,0,-999
1240,60,44,2.5,6.5,0.5,1.1,0.3,25,1.7,4.0,0.9,0.3,1.9,0,-70,0.5,0.0,3,0.9,0.1,2.35,0.15,0.75,1.0,83.745,1.0,0.833333,68.272623,38.328657,6,-999
1243,70,57,2.5,7.6,0.5,0.1,0.2,30,1.4,5.8,0.8,0.4,0.0,0,-50,1.4,0.6,8,0.2,0.8,0.89,0.05,0.1,1.0,82.853,1.0,0.867284,67.184321,25.211261,8,-999
1248,30,29,2.0,4.0,1.0,0.2,3.7,10,0.8,3.4,2.0,2.5,0.3,0,-80,1.0,0.0,2,1.1,0.1,3.98,0.0,0.0,0.845679,82.339,0.845679,0.932099,77.160957,40.313422,0,-999
1275,70,69,2.5,7.6,0.5,0.2,0.1,15,1.2,3.4,0.9,1.6,1.2,0,-60,0.5,0.0,9,0.02,0.4,0.93,0.0,0.0,1.0,81.859,1.0,0.82716,66.404012,33.463987,8,-999
1302,40,33,2.3,4.7,0.7,1.6,1.6,15,0.7,5.8,2.0,0.3,0.1,0,-70,1.4,0.6,5,0.3,0.8,0.97,0.1,0.0,0.885802,80.933,0.885802,0.975309,78.901728,22.005627,2,-999
1310,35,31,1.6,5.9,0.9,0.6,1.4,10,0.8,3.4,2.0,0.0,2.8,0,-60,1.0,0.0,4,0.9,0.1,1.77,0.1,0.1,0.901235,82.407,0.901235,0.929012,76.487994,39.975492,1,-999
1312,55,32,2.6,5.7,0.4,0.2,2.0,10,0.6,4.5,2.0,1.2,0.5,0,-80,0.5,0.1,3,1.2,0.1,1.65,0.15,0.75,0.916667,82.545,0.916667,0.941358,77.841049,39.836044,5,-999
1317,30,29,2.0,4.0,1.0,2.9,1.0,20,1.5,3.6,0.8,1.0,1.6,0,-60,1.1,0.0,5,0.2,0.1,0.98,0.0,0.0,0.987654,81.893,0.987654,0.898148,74.799043,37.687655,0,-999
1329,70,48,2.5,7.6,0.5,0.3,0.0,25,2.0,3.4,0.8,1.8,1.0,0,-70,0.5,0.0,7,0.4,0.6,0.87,0.1,0.3,1.0,83.333,1.0,0.867284,70.883519,30.119489,8,-999
1338,30,30,1.9,4.3,0.8,0.2,3.4,10,0.7,3.9,2.0,1.3,1.0,0,-70,1.1,0.3,5,0.2,0.6,1.06,0.0,0.0,0.623457,80.898,0.623457,0.959877,77.551944,25.898303,0,-999
1339,65,53,2.3,7.6,0.7,0.3,0.0,10,0.6,4.5,2.0,1.2,0.5,0,-80,0.8,0.1,8,0.2,1.0,0.89,0.0,0.2,0.969136,81.859,0.969136,0.941358,77.376821,22.074134,7,-999
1348,45,44,1.6,7.6,1.0,0.3,0.0,40,1.8,6.0,0.8,0.1,0.1,0,-70,1.2,0.1,2,0.1,0.9,7.5,0.05,0.05,1.0,84.156,1.0,0.75,55.212593,33.170107,3,-999
1354,60,51,2.1,7.7,0.9,0.1,0.1,10,0.8,3.4,2.0,0.5,2.3,0,-80,1.2,0.3,2,1.2,0.2,6.5,0.75,0.45,1.0,83.539,1.0,0.845679,70.612778,43.047224,6,-999
1356,55,40,2.6,5.7,0.4,0.0,2.2,10,0.6,4.5,2.0,1.1,0.6,0,-80,0.5,0.1,6,0.3,0.1,0.84,0.2,0.05,0.996914,82.682,0.996914,0.925926,75.928302,41.369384,5,-999
1357,35,30,2.2,4.3,0.8,0.4,3.2,10,0.6,4.5,2.0,0.8,0.9,0,-80,0.9,0.1,3,1.2,0.1,1.85,0.05,0.15,0.895062,82.476,0.895062,0.935185,76.789938,39.597039,1,-999
1359,40,33,2.0,5.4,1.0,1.8,0.7,10,0.8,3.4,2.0,1.7,1.1,0,-70,1.7,0.6,6,0.2,0.2,0.88,0.1,0.0,0.904321,82.167,0.904321,0.941358,78.140741,37.155531,2,-999
1363,45,36,2.4,5.1,0.6,0.2,2.6,35,1.8,5.2,0.9,0.0,1.0,0,-20,1.7,0.0,6,0.2,0.4,0.82,0.0,0.1,1.0,82.682,1.0,0.904321,71.617654,25.716231,3,-999
1368,30,30,1.9,4.3,0.9,0.0,3.6,10,0.6,4.5,2.0,0.1,1.6,0,-60,1.2,0.1,5,0.02,0.6,1.06,0.0,0.0,0.635802,80.967,0.635802,0.987654,78.157068,25.621537,0,-999
1391,50,46,1.8,7.5,0.8,0.1,0.3,20,1.5,3.6,1.0,1.3,1.3,0,-80,0.9,0.1,7,0.1,0.6,1.15,0.0,0.1,1.0,82.75,1.0,0.898148,72.894198,29.677854,4,-999
1403,30,29,2.0,4.0,0.8,0.5,3.4,10,0.6,4.5,2.0,0.4,1.3,0,-80,0.8,0.0,5,0.1,1.0,0.98,0.0,0.0,0.453704,80.761,0.453704,0.981481,77.736235,19.444119,0,-999
1407,45,41,2.5,4.9,0.5,1.1,1.9,15,0.7,5.8,2.0,0.0,0.4,0,-60,0.5,0.0,6,0.1,0.4,0.88,0.05,0.05,0.993827,82.407,0.993827,0.944444,77.073796,30.23756,3,-999
1422,40,32,2.4,4.5,0.6,0.0,3.4,15,1.2,3.4,0.8,0.1,2.7,0,-80,0.8,0.2,2,0.9,0.6,3.6,0.5,0.4,0.990741,82.647,0.990741,0.891975,74.62608,39.807004,2,-999
1434,70,57,2.5,7.6,0.5,0.0,0.3,10,0.6,4.5,2.0,0.3,1.4,0,-80,1.2,0.7,8,0.2,0.5,0.89,0.1,0.1,1.0,82.819,1.0,0.907407,73.782037,32.478377,8,-999
1441,50,49,2.2,6.1,0.8,1.0,0.8,30,1.5,5.4,0.9,0.1,0.7,0,-60,1.6,0.6,7,0.02,0.6,1.0,0.0,0.0,1.0,82.853,1.0,0.845679,68.296512,26.493423,4,-999
1458,65,64,2.5,7.0,0.5,0.7,0.2,40,1.8,6.0,0.9,0.2,0.0,0,-80,0.6,0.1,8,0.02,0.4,0.98,0.0,0.0,1.0,84.191,1.0,0.734568,51.178364,29.446056,7,-999
1468,60,34,2.2,7.4,0.8,0.5,0.0,20,0.9,6.0,0.9,0.1,0.1,0,-70,0.8,0.0,5,0.8,0.8,1.05,0.45,0.35,1.0,81.31,1.0,0.895062,74.442809,33.157993,6,-999
1475,40,33,2.6,4.2,0.4,2.3,1.4,10,0.8,3.4,2.0,0.2,2.6,0,-80,0.6,0.2,5,0.2,0.1,0.85,0.05,0.0,0.87037,81.447,0.87037,0.947531,77.405617,40.465549,2,-999
1478,70,63,2.5,7.6,0.5,0.1,0.2,10,0.8,3.4,2.0,1.3,1.5,0,-60,0.6,0.1,9,0.1,0.1,0.85,0.0,0.1,1.0,82.167,1.0,0.824074,67.834938,44.091352,8,-999
1479,50,49,2.5,5.4,0.5,0.8,1.7,15,0.7,5.8,2.0,0.4,0.0,0,-70,0.6,0.1,6,0.02,1.0,1.06,0.0,0.0,0.975309,81.859,0.975309,0.944444,77.960216,20.497977,4,-999
1504,70,63,2.5,7.6,0.5,0.2,0.1,10,0.8,3.4,2.0,0.8,2.0,0,-40,1.0,0.0,9,0.1,0.7,0.85,0.1,0.0,1.0,81.036,1.0,0.978395,76.04929,24.704719,8,-999
1505,70,63,2.5,7.6,0.5,0.0,0.3,10,0.8,3.4,2.0,0.3,2.5,0,-70,1.1,0.5,9,0.1,0.8,0.85,0.05,0.05,1.0,80.967,1.0,0.925926,76.302716,24.078384,8,-999
1515,40,36,2.0,5.4,0.8,1.8,0.7,20,0.9,6.0,0.9,0.0,0.2,0,-60,1.5,0.5,2,0.5,0.8,4.9,0.1,0.35,1.0,82.785,1.0,0.83642,71.188858,36.95801,2,-999
1527,30,30,1.7,4.8,1.0,1.3,1.8,20,0.9,6.0,1.0,0.0,0.2,0,-60,1.3,0.1,2,1.0,0.4,4.78,0.0,0.0,1.0,82.647,1.0,0.891975,75.223827,37.21793,0,-999
1531,70,63,2.5,7.6,0.5,0.3,0.0,30,1.4,5.8,1.0,0.2,0.2,0,-40,1.4,0.3,9,0.1,0.9,0.85,0.1,0.0,1.0,81.653,1.0,0.947531,69.655463,21.833215,8,-999
1548,35,32,2.2,4.3,0.8,1.9,1.7,10,0.8,3.4,2.0,1.8,1.0,0,-60,1.0,0.1,5,0.2,0.1,0.98,0.05,0.05,0.916667,81.481,0.916667,0.938272,76.876944,39.784645,1,-999
1549,30,29,2.0,4.0,0.8,1.9,2.0,10,0.8,3.4,2.0,0.5,2.3,0,-70,0.8,0.0,2,1.1,0.8,3.98,0.0,0.0,0.830247,81.927,0.830247,0.947531,77.34284,33.989554,0,-999
1550,35,32,2.2,4.3,0.8,2.9,0.7,10,0.8,3.4,2.0,0.8,2.0,0,-70,0.9,0.1,5,0.2,0.1,0.98,0.0,0.05,0.842593,81.516,0.842593,0.932099,76.393981,40.546826,1,-999
1556,40,36,1.7,6.4,0.9,0.9,0.6,40,1.8,6.0,0.8,0.2,0.0,0,-60,1.7,0.6,8,0.1,0.5,0.81,0.0,0.1,1.0,83.025,1.0,0.848765,67.898488,26.281702,2,-999
1561,60,55,2.1,7.7,0.9,0.0,0.2,35,1.6,5.9,0.9,0.1,0.2,0,-70,1.1,0.1,3,0.3,0.4,3.55,0.05,0.25,1.0,84.568,1.0,0.716049,49.652346,36.135157,6,-999
1568,70,59,2.6,7.3,0.4,0.2,0.4,10,0.8,3.4,2.0,0.0,2.8,0,-80,0.5,0.1,2,1.2,0.1,6.1,0.0,1.2,1.0,83.951,1.0,0.851852,69.689753,43.87563,8,-999
1585,35,30,1.4,6.8,0.8,0.4,0.7,30,1.4,5.8,0.9,0.3,0.1,0,-40,1.7,0.3,6,0.5,0.6,1.16,0.1,0.1,1.0,82.442,1.0,0.87963,72.654074,28.306622,1,-999
1590,45,37,1.9,6.4,0.9,1.2,0.3,15,1.2,3.4,0.8,0.8,2.0,0,-80,1.0,0.1,3,0.6,0.5,2.6,0.45,0.0,0.996914,82.613,0.996914,0.873457,73.283241,38.912727,3,-999
1595,70,63,2.6,7.3,0.4,0.2,0.4,30,1.8,4.5,0.9,1.2,0.5,0,-70,0.5,0.0,9,0.1,0.3,0.81,0.05,0.0,1.0,82.476,1.0,0.799383,59.390802,32.774451,8,-999
1596,50,34,1.8,7.5,1.0,0.0,0.4,15,1.2,3.4,0.9,2.5,0.3,0,-80,1.3,0.3,7,0.4,0.1,0.85,0.2,0.2,1.0,82.785,1.0,0.876543,75.296975,41.198353,4,-999
1597,70,48,2.5,7.6,0.5,0.2,0.1,10,0.8,3.4,2.0,0.4,2.4,0,-80,1.1,0.6,3,1.2,0.1,2.6,0.85,0.35,1.0,83.539,1.0,0.882716,73.405648,43.098092,8,-999
1611,70,57,2.5,7.6,0.5,0.2,0.1,15,1.2,3.4,0.8,1.6,1.2,0,-40,0.9,0.1,8,0.2,0.1,0.89,0.0,0.05,1.0,83.642,1.0,0.817901,66.158673,42.397915,8,-999
1616,70,63,2.5,7.6,0.5,0.1,0.2,20,0.9,6.0,0.9,0.2,0.0,0,-40,1.0,0.1,9,0.1,0.5,0.85,0.0,0.05,1.0,81.722,1.0,0.83642,67.368889,29.972435,8,-999
1620,50,41,2.5,5.4,0.5,1.2,1.3,25,1.1,6.1,0.8,0.0,0.1,0,-80,0.8,0.3,6,0.2,1.0,0.88,0.1,0.05,0.996914,82.27,0.996914,0.876543,73.404136,24.497766,4,-999
1625,30,30,1.2,6.8,0.8,0.9,0.2,10,0.6,4.5,2.0,1.0,0.7,0,-80,0.8,0.0,3,1.2,0.1,3.38,0.0,0.0,0.842593,82.373,0.842593,0.916667,75.566451,39.347668,0,-999
1626,40,32,2.6,4.2,0.4,0.5,3.2,10,0.6,4.5,2.0,1.2,0.5,0,-80,1.0,0.6,4,0.6,0.1,1.1,0.1,0.1,0.901235,82.442,0.901235,0.947531,77.342685,39.874211,2,-999
1628,70,63,2.5,7.6,0.5,0.0,0.3,10,0.8,3.4,2.0,1.5,1.3,0,-50,0.8,0.1,9,0.1,0.2,0.85,0.05,0.05,1.0,81.893,1.0,0.851852,69.26466,40.647266,8,-999
1634,50,40,1.9,7.1,0.9,0.3,0.5,35,1.6,5.9,0.8,0.1,0.2,0,-70,1.7,0.7,8,0.2,0.8,0.81,0.1,0.0,1.0,82.442,1.0,0.901235,71.44679,23.58679,4,-999
1638,30,29,2.0,4.0,1.0,2.3,1.6,10,0.8,3.4,2.0,0.0,2.8,0,-70,1.3,0.2,5,0.02,0.8,0.98,0.0,0.0,0.570988,80.796,0.570988,1.0,78.523302,21.754615,0,-999
1643,70,63,2.5,7.6,0.5,0.0,0.3,15,1.2,3.4,0.8,1.8,1.0,0,-60,0.7,0.1,9,0.1,0.1,0.85,0.05,0.0,1.0,82.407,1.0,0.787037,62.928519,44.075992,8,-999
1649,30,30,1.7,4.8,0.8,0.3,2.8,35,1.6,5.9,0.8,0.2,0.1,0,-40,1.2,0.0,5,0.4,0.3,1.18,0.0,0.0,1.0,82.339,1.0,0.848765,69.661204,30.242615,0,-999
1655,35,31,1.6,5.9,0.9,0.9,1.1,10,0.6,4.5,2.0,0.9,0.8,0,-80,0.9,0.0,4,0.6,0.1,1.77,0.0,0.1,0.925926,82.476,0.925926,0.932099,76.522994,39.916697,1,-999
1656,70,63,2.5,7.6,0.5,0.2,0.1,10,0.8,3.4,2.0,1.9,0.9,0,-80,0.6,0.1,9,0.1,0.1,0.85,0.0,0.0,1.0,82.167,1.0,0.833333,68.441049,44.334761,8,-999
1658,70,63,2.5,7.6,0.5,0.3,0.0,20,1.2,4.5,0.8,1.2,0.5,0,-70,0.6,0.1,9,0.1,0.1,0.85,0.1,0.0,1.0,82.613,1.0,0.753086,58.819105,43.205169,8,-999
