in:Index,img:Output1,img:Output2,img:Output3,out:WWR_Skylight,out:H_Skylight,out:W_Skylight,out:SH_Skylight,out:Distance_A_Skylight,out:Distance_B_Skylight,out:WWR_Corridor,out:H_Corridor,out:W_Corridor,out:SH_Corridor,out:Distance_A_Corridor,out:Distance_B_Corridor,out:Degree,out:Frame_BL,out:Frame_BR,out:Frame_TR,out:Frame_TL,out:Hypervolume,out:Rank,out:EUI,out:sDA,out:sGA,out:UDI,out:SVF
709,Index_709_Parallel.png,Index_709_Back.png,Index_709_Front.png,35,1.3,7.3,0.8,0.2,0.4,35,1.6,5.9,1,0,0.3,-180,0.1,1.4,1.2,1,5586.835,2,84.671,1,0.84,68.932,20.734
710,Index_710_Parallel.png,Index_710_Back.png,Index_710_Front.png,30,1.4,5.8,0.8,1.2,0.9,10,0.8,3.4,2,2.8,0,-180,1,1.1,0.7,1.5,5588.579,1,83.573,0.802,0.873,73.696,19.783
711,Index_711_Parallel.png,Index_711_Back.png,Index_711_Front.png,45,2.4,5.1,0.6,0.5,2.3,20,1.4,3.9,1,1.5,0.8,-180,1.3,1.3,0.3,1,5595.486,7,86.385,1,0.559,56.696,30.299
712,Index_712_Parallel.png,Index_712_Back.png,Index_712_Front.png,35,1.9,5,0.9,2.1,0.8,35,1.6,5.9,0.8,0.3,0,-180,0.9,0.4,0.9,0.3,5597.702,6,86.317,1,0.657,57.733,28.479
713,Index_713_Parallel.png,Index_713_Back.png,Index_713_Front.png,40,1.4,7.7,1,0.1,0.1,35,1.6,5.9,0.8,0.2,0.1,-180,0.1,1.5,1.2,1.5,5598.288,2,84.534,1,0.806,67.731,20.984
714,Index_714_Parallel.png,Index_714_Back.png,Index_714_Front.png,40,2,5.4,0.9,2.4,0.1,30,2,4,0.9,0.2,2,-180,0.1,1.3,1.4,0.9,5620.464,3,85.117,1,0.753,64.921,22.655
715,Index_715_Parallel.png,Index_715_Back.png,Index_715_Front.png,35,2.2,4.3,0.8,1.2,2.4,35,1.6,5.9,0.9,0.3,0,-180,1.1,1.4,1.5,0.4,5633.106,5,85.528,1,0.735,60.975,24.691
716,Index_716_Parallel.png,Index_716_Back.png,Index_716_Front.png,55,1.9,7.8,0.9,0.1,0,10,0.8,3.4,2,0.5,2.3,-180,1.5,0.3,1.2,1.1,5638.89,5,84.877,1,0.614,62.485,23.891
717,Index_717_Parallel.png,Index_717_Back.png,Index_717_Front.png,40,1.4,7.7,1,0.2,0,30,1.5,5.4,0.9,0.2,0.6,-180,1.3,0.1,0.3,0.9,5645.387,5,86.008,1,0.645,57.145,28.199
718,Index_718_Parallel.png,Index_718_Back.png,Index_718_Front.png,30,1.2,6.8,0.8,0.5,0.6,15,1.2,3.4,0.8,0.1,2.7,-180,1.4,0.7,1.5,1.5,5647.919,0,83.162,0.87,0.923,76.24,18.746
719,Index_719_Parallel.png,Index_719_Back.png,Index_719_Front.png,40,1.4,7.7,0.8,0.1,0.1,25,1.9,3.6,1,0.5,2.1,-180,0.2,0.3,1.3,1,5659.139,2,84.568,1,0.83,70.496,20.473
720,Index_720_Parallel.png,Index_720_Back.png,Index_720_Front.png,30,2,4,0.8,1,2.9,40,1.8,6,0.8,0.2,0,-180,0.9,1.5,1.3,0.7,5660.558,4,85.357,1,0.784,64.3,23.079
721,Index_721_Parallel.png,Index_721_Back.png,Index_721_Front.png,30,1.6,5.1,0.8,1.9,0.9,40,1.9,5.7,0.9,0.4,0.1,-180,0.5,1.1,1.5,0.1,5670.23,3,85.631,1,0.781,63.598,23.771
722,Index_722_Parallel.png,Index_722_Back.png,Index_722_Front.png,30,2,4,0.9,2.6,1.3,40,2,5.4,0.9,0.3,0.5,-180,0.1,0.4,0.1,0.8,5672.565,4,86.454,1,0.719,60.778,27.016
723,Index_723_Parallel.png,Index_723_Back.png,Index_723_Front.png,40,1.9,5.7,0.9,1.3,0.9,10,0.8,3.4,2,0.6,2.2,-180,1.3,0.4,1.4,1.5,5674.561,2,83.779,0.966,0.809,72.634,19.669
724,Index_724_Parallel.png,Index_724_Back.png,Index_724_Front.png,55,1.9,7.8,1,0.1,0,15,1.2,3.4,0.8,0.5,2.3,-180,1,0.9,1,1.1,5677.825,2,85.151,1,0.543,57.933,26.817
725,Index_725_Parallel.png,Index_725_Back.png,Index_725_Front.png,30,1.7,4.8,0.8,0.4,2.7,40,1.8,6,0.9,0.1,0.1,-180,0.7,0.3,1.4,1,5693.658,2,84.979,1,0.867,69.058,21.081
726,Index_726_Parallel.png,Index_726_Back.png,Index_726_Front.png,30,1.7,4.8,1,1.5,1.6,10,0.7,3.9,2,2.2,0.1,-180,1.3,0.9,1.4,1,5695.988,2,83.711,0.861,0.861,74.848,19.608
727,Index_727_Parallel.png,Index_727_Back.png,Index_727_Front.png,30,2,4,0.8,0.2,3.7,40,1.9,5.7,0.8,0.2,0.3,-180,0.8,0.9,0.8,1,5705.996,4,85.494,1,0.772,64.36,23.432
728,Index_728_Parallel.png,Index_728_Back.png,Index_728_Front.png,45,2,6.1,1,1.1,0.7,25,1.1,6.1,0.9,0,0.1,-180,0.7,0.2,1.1,0.4,5708.802,6,86.214,1,0.586,56.001,30.235
729,Index_729_Parallel.png,Index_729_Back.png,Index_729_Front.png,30,2,4,0.9,0,3.9,10,0.8,3.4,2,1.8,1,-180,1.4,0.3,1.1,1.4,5714.52,1,83.676,0.704,0.855,73.883,20.619
730,Index_730_Parallel.png,Index_730_Back.png,Index_730_Front.png,45,2.4,5.1,0.6,1.6,1.2,30,1.6,5.1,0.8,0.9,0.2,-180,0.3,0.4,1.2,1.2,5716.609,4,85.7,1,0.691,60.831,25.563
731,Index_731_Parallel.png,Index_731_Back.png,Index_731_Front.png,30,2,4,0.8,3.3,0.6,40,1.8,6,1,0.1,0.1,-180,0.9,0.4,1.2,0.1,5717.448,3,86.077,1,0.772,63.25,24.881
732,Index_732_Parallel.png,Index_732_Back.png,Index_732_Front.png,40,2.5,4.3,0.5,0.3,3.3,30,1.4,5.8,1,0.3,0.1,-180,1.5,1.1,1.3,0.2,5718.274,5,86.248,1,0.679,58.89,27.811
733,Index_733_Parallel.png,Index_733_Back.png,Index_733_Front.png,30,1.4,5.8,0.8,0.7,1.4,40,1.8,6,0.8,0.2,0,-180,0.8,1.1,0.9,1.5,5727.481,2,84.602,1,0.849,68.82,20.831
734,Index_734_Parallel.png,Index_734_Back.png,Index_734_Front.png,40,1.4,7.7,0.9,0,0.2,25,1.6,4.2,1,0.2,1.8,-180,1.2,0.5,1.5,1,5727.605,2,84.122,1,0.806,70.38,20.246
735,Index_735_Parallel.png,Index_735_Back.png,Index_735_Front.png,30,2,4,0.8,3.7,0.2,10,0.6,4.5,2,0.9,0.8,-180,0.6,1.2,1,1.3,5727.742,2,84.019,0.688,0.867,73.079,21.158
736,Index_736_Parallel.png,Index_736_Back.png,Index_736_Front.png,30,2,4,0.8,1.3,2.6,40,1.9,5.7,0.8,0.2,0.3,-180,0.2,0.1,1.5,1.5,5728.199,2,84.911,1,0.864,70.338,20.817
737,Index_737_Parallel.png,Index_737_Back.png,Index_737_Front.png,30,1.3,6.2,0.8,0.9,0.8,30,1.4,5.8,1,0,0.4,-180,0.9,0.7,1.5,1.5,5740.322,0,83.848,0.997,0.929,76.31,18.782
738,Index_738_Parallel.png,Index_738_Back.png,Index_738_Front.png,35,2,4.7,1,2.2,1,35,1.6,5.9,1,0.1,0.2,-180,0.4,1.4,1.5,0.8,5741.505,3,85.117,1,0.778,65.664,22.526
739,Index_739_Parallel.png,Index_739_Back.png,Index_739_Front.png,30,2,4,0.9,1.8,2.1,40,1.8,6,1,0,0.2,-180,0.1,1,1.4,0.8,5745.43,1,85.117,1,0.836,67.747,21.739
740,Index_740_Parallel.png,Index_740_Back.png,Index_740_Front.png,30,1.2,6.8,0.9,0,1.1,40,1.8,6,0.9,0.2,0,-180,1.2,0.1,1.5,0.3,5753.352,1,84.945,1,0.827,66.394,21.883
741,Index_741_Parallel.png,Index_741_Back.png,Index_741_Front.png,30,1.2,6.8,0.8,1,0.1,15,1.2,3.4,1,1.8,1,-180,0.9,0.5,1.5,1.3,5764.517,0,83.265,0.91,0.92,77.014,18.685
742,Index_742_Parallel.png,Index_742_Back.png,Index_742_Front.png,30,2,4,1,0.8,3.1,40,1.8,6,0.8,0.2,0,-180,0.2,1.4,1.5,1.5,5765.665,2,84.636,1,0.836,69.954,20.754
743,Index_743_Parallel.png,Index_743_Back.png,Index_743_Front.png,30,2,4,0.8,3,0.9,40,1.8,6,0.9,0.2,0,-180,1.5,0.3,0.3,1.4,5780.699,2,85.7,1,0.796,63.781,23.947
744,Index_744_Parallel.png,Index_744_Back.png,Index_744_Front.png,55,2.2,6.7,0.8,0.8,0.4,10,0.8,3.4,2,0.7,2.1,-180,0.8,0.5,0.1,1.2,5784.853,6,86.557,1,0.503,55.914,32.719
745,Index_745_Parallel.png,Index_745_Back.png,Index_745_Front.png,30,1.8,4.5,0.9,1.1,2.3,35,2,4.7,1,0,1.5,-180,1.2,0.2,1.4,0.2,5801.447,3,85.46,1,0.787,66.201,22.942
746,Index_746_Parallel.png,Index_746_Back.png,Index_746_Front.png,30,1.2,6.8,1,0.2,0.9,15,1.2,3.4,0.9,0,2.8,-180,0.1,1.5,1.5,1.5,5804.461,0,83.333,0.91,0.963,78.436,18.486
747,Index_747_Parallel.png,Index_747_Back.png,Index_747_Front.png,50,1.8,7.5,0.9,0.2,0.2,10,0.7,3.9,2,1,1.3,-180,0.6,1.2,0.9,0.1,5815.823,6,86.626,1,0.503,55.795,33.179
748,Index_748_Parallel.png,Index_748_Back.png,Index_748_Front.png,55,1.9,7.8,0.9,0,0.1,10,0.8,3.4,2,0.3,2.5,-180,1.2,0.2,0.4,1.1,5824.376,6,86.145,1,0.537,57.293,30.105
749,Index_749_Parallel.png,Index_749_Back.png,Index_749_Front.png,40,2.2,4.9,0.8,1.3,1.7,30,1.9,4.3,0.9,0.8,1.1,-180,0.3,0.5,0.8,1.1,5832.362,4,85.7,1,0.704,62.04,25.255
750,Index_750_Parallel.png,Index_750_Back.png,Index_750_Front.png,35,1.4,6.8,0.9,1.1,0,30,2,4,0.9,0.2,2,-180,0.5,0.1,1.3,0.9,5842.598,2,84.499,1,0.836,70.241,20.657
751,Index_751_Parallel.png,Index_751_Back.png,Index_751_Front.png,55,2.4,6.2,0.6,0.6,1.1,10,0.8,3.4,2,1,1.8,-180,0.7,0.9,0.9,0.7,5850.037,6,86.248,1,0.525,58.079,30.164
752,Index_752_Parallel.png,Index_752_Back.png,Index_752_Front.png,30,1.7,4.8,0.9,0.2,2.9,40,1.8,6,1,0.1,0.1,-180,0.4,0.3,0.6,0.8,5853.521,3,85.768,1,0.778,64.142,24.207
753,Index_753_Parallel.png,Index_753_Back.png,Index_753_Front.png,30,1.2,6.8,0.8,0.1,1,30,1.4,5.8,1,0.2,0.2,-180,0.7,0.4,1.5,1.3,5856.327,0,83.985,1,0.923,76.226,19.012
754,Index_754_Parallel.png,Index_754_Back.png,Index_754_Front.png,30,1.4,5.8,0.9,2,0.1,10,0.6,4.5,2,1.7,0,-180,0.5,1,0.8,1.3,5857.44,1,83.711,0.778,0.858,73.785,20.397
755,Index_755_Parallel.png,Index_755_Back.png,Index_755_Front.png,30,2,4,0.8,0,3.9,35,1.8,5.2,0.9,0.1,0.9,-180,0.7,0.4,1.4,1.5,5863.639,2,84.602,1,0.873,72.184,20.302
756,Index_756_Parallel.png,Index_756_Back.png,Index_756_Front.png,40,2.5,4.3,0.5,1.2,2.4,30,1.8,4.5,0.8,0.9,0.8,-180,0.2,0.2,0.5,0.6,5882.767,6,86.728,1,0.611,58.253,30.766
757,Index_757_Parallel.png,Index_757_Back.png,Index_757_Front.png,40,2.5,4.3,0.5,0.2,3.4,25,2,3.4,0.9,2.3,0.5,-180,0.8,1,1.5,1.5,5885.134,2,84.602,1,0.827,69.842,20.934
758,Index_758_Parallel.png,Index_758_Back.png,Index_758_Front.png,50,2.1,6.4,0.8,0.7,0.8,25,1.1,6.1,1,0.1,0,-180,0.9,0.6,1.4,1.5,5885.65,2,84.739,1,0.71,62.881,23.391
759,Index_759_Parallel.png,Index_759_Back.png,Index_759_Front.png,30,1.3,6.2,1,1.1,0.6,40,1.8,6,1,0.1,0.1,-180,0.1,0.1,0.1,1.3,5887.337,2,85.802,1,0.793,65.848,23.72
760,Index_760_Parallel.png,Index_760_Back.png,Index_760_Front.png,50,2.6,5.2,0.4,1.1,1.6,25,1.3,5.2,0.8,0.4,0.6,-180,0.2,1.2,1,1.5,5899.631,4,85.631,1,0.648,60.017,26.496
761,Index_761_Parallel.png,Index_761_Back.png,Index_761_Front.png,50,1.8,7.5,0.8,0.3,0.1,25,1.1,6.1,0.8,0,0.1,-180,1.5,0.1,1.5,1.5,5919.233,2,84.534,1,0.735,63.474,22.841
762,Index_762_Parallel.png,Index_762_Back.png,Index_762_Front.png,40,2.1,5.1,0.9,0.5,2.3,30,1.4,5.8,1,0.3,0.1,-180,0.2,1.3,0.4,1.4,5919.739,4,85.665,1,0.676,59.911,26.435
763,Index_763_Parallel.png,Index_763_Back.png,Index_763_Front.png,30,1.2,6.8,0.9,0.4,0.7,35,1.6,5.9,0.8,0,0.3,-180,0.1,0.2,1.5,1.5,5922.544,1,84.294,1,0.898,74.313,19.665
764,Index_764_Parallel.png,Index_764_Back.png,Index_764_Front.png,30,1.9,4.3,0.9,3,0.6,40,1.8,6,0.8,0.1,0.1,-180,0.6,0.7,0.8,0.7,5929.404,4,85.802,1,0.75,62.559,25.14
765,Index_765_Parallel.png,Index_765_Back.png,Index_765_Front.png,30,2,4,1,0.2,3.7,40,2,5.4,0.8,0.5,0.3,-180,0.1,0.2,0.9,1.4,5930.758,2,85.254,1,0.809,67.694,22.353
766,Index_766_Parallel.png,Index_766_Back.png,Index_766_Front.png,30,1.2,6.8,0.8,0.7,0.4,25,1.6,4.2,1,1.1,0.9,-180,0.9,0.7,1.5,0.9,5932.273,2,83.848,0.988,0.889,75.31,19.257
767,Index_767_Parallel.png,Index_767_Back.png,Index_767_Front.png,45,1.6,7.6,0.9,0.2,0.1,30,1.4,5.8,0.8,0.3,0.1,-180,0.6,0.4,1.1,1.4,5940.197,2,84.808,1,0.744,63.368,23.235
768,Index_768_Parallel.png,Index_768_Back.png,Index_768_Front.png,30,2,4,1,3.5,0.4,35,1.6,5.9,1,0,0.3,-180,0.8,0.8,1.5,1.4,5948.886,2,84.465,1,0.861,72.747,20.224
769,Index_769_Parallel.png,Index_769_Back.png,Index_769_Front.png,35,2.2,4.3,0.8,3.4,0.2,35,1.6,5.9,0.9,0.3,0,-180,1.3,0.8,0.5,1.1,5956.848,3,85.871,1,0.741,61.309,25.88
770,Index_770_Parallel.png,Index_770_Back.png,Index_770_Front.png,45,1.6,7.6,0.9,0.3,0,10,0.8,3.4,2,2.1,0.7,-180,0.2,1.3,1.1,1.5,5957.411,1,83.882,1,0.784,70.88,20.305
771,Index_771_Parallel.png,Index_771_Back.png,Index_771_Front.png,50,2.1,6.4,0.8,0,1.5,10,0.6,4.5,2,0.5,1.2,-180,1.3,1.1,0.4,0.8,5958.283,7,86.283,1,0.522,56.69,31.513
772,Index_772_Parallel.png,Index_772_Back.png,Index_772_Front.png,40,1.4,7.7,0.8,0.1,0.1,30,1.4,5.8,0.8,0.2,0.2,-180,0.4,0.8,0.8,0.4,5968.859,5,86.043,1,0.642,57.556,28.951
773,Index_773_Parallel.png,Index_773_Back.png,Index_773_Front.png,50,2.6,5.2,0.4,1.6,1.1,25,1.1,6.1,0.8,0.1,0,-180,1.5,0.4,1.4,1.4,5986.913,3,85.391,1,0.667,61.082,25.602
774,Index_774_Parallel.png,Index_774_Back.png,Index_774_Front.png,45,1.6,7.6,0.8,0.3,0,25,1.1,6.1,0.9,0.1,0,-180,1,1.5,1.5,0.6,5990.487,3,85.082,1,0.701,60.18,25.13
775,Index_775_Parallel.png,Index_775_Back.png,Index_775_Front.png,55,1.9,7.8,0.8,0,0.1,15,0.9,4.5,1,0,1.7,-180,1.2,0.4,1.1,1.2,5991.243,3,85.219,1,0.614,60.523,25.908
776,Index_776_Parallel.png,Index_776_Back.png,Index_776_Front.png,55,1.9,7.8,0.8,0,0.1,15,1.2,3.4,0.9,2.4,0.4,-180,1.5,0.1,1.4,0.9,6014.307,3,85.082,1,0.636,59.704,25.859
777,Index_777_Parallel.png,Index_777_Back.png,Index_777_Front.png,55,1.9,7.8,0.8,0.1,0,10,0.8,3.4,2,0.3,2.5,-180,0.2,0.2,0.9,0.3,6028.449,6,86.797,1,0.528,57.083,33.29
778,Index_778_Parallel.png,Index_778_Back.png,Index_778_Front.png,30,1.2,6.8,0.9,0,1.1,35,1.6,5.9,0.8,0,0.3,-180,0.4,0.2,1.5,1.5,6030.081,1,84.122,1,0.898,74.664,19.583
779,Index_779_Parallel.png,Index_779_Back.png,Index_779_Front.png,50,2.1,6.4,0.9,0.7,0.8,25,1.1,6.1,0.9,0.1,0,-180,0.1,0.9,1.5,1.5,6045.998,2,84.774,1,0.716,62.733,23.728
780,Index_780_Parallel.png,Index_780_Back.png,Index_780_Front.png,30,2,4,0.9,0.7,3.2,25,2,3.4,0.8,1.4,1.4,-180,1.5,1.4,1.4,1.3,6057.065,2,84.019,0.978,0.864,72.687,20.035
781,Index_781_Parallel.png,Index_781_Back.png,Index_781_Front.png,55,2.6,5.7,0.4,0.1,2.1,20,1.4,3.9,1,2.3,0,-180,0.9,0.3,1.5,1.5,6071.736,4,85.185,1,0.707,63.389,24.281
782,Index_782_Parallel.png,Index_782_Back.png,Index_782_Front.png,40,2,5.4,0.9,0.6,1.9,25,1.1,6.1,1,0,0.1,-180,0.1,0.8,0.6,0.2,6076.284,6,86.831,1,0.568,56.029,33.844
783,Index_783_Parallel.png,Index_783_Back.png,Index_783_Front.png,30,2,4,0.8,2.9,1,10,0.6,4.5,2,1.2,0.5,-180,0.3,1.4,1,1.4,6094.835,2,83.951,0.784,0.867,73.699,20.857
784,Index_784_Parallel.png,Index_784_Back.png,Index_784_Front.png,35,2.2,4.3,0.8,1.5,2.1,35,1.6,5.9,0.8,0.1,0.2,-180,0.8,1.4,1.4,1.5,6101.189,1,84.671,1,0.806,66.622,22.101
785,Index_785_Parallel.png,Index_785_Back.png,Index_785_Front.png,30,2,4,0.8,3.2,0.7,40,1.8,6,0.9,0.2,0,-180,0.1,0.2,1.5,0.6,6120.174,0,85.631,1,0.84,67.251,23.172
786,Index_786_Parallel.png,Index_786_Back.png,Index_786_Front.png,45,1.8,6.8,1,0.9,0.2,25,1.3,5.2,0.9,0.4,0.6,-180,0.3,0.9,1.4,1,6141.17,3,85.151,1,0.716,63.832,24.145
787,Index_787_Parallel.png,Index_787_Back.png,Index_787_Front.png,50,1.8,7.5,0.9,0.3,0.1,10,0.8,3.4,2,0.2,2.6,-180,1.5,0.4,1.1,0.1,6147.84,6,86.317,1,0.537,57.057,31.768
788,Index_788_Parallel.png,Index_788_Back.png,Index_788_Front.png,30,1.3,6.2,0.8,0.4,1.3,30,1.4,5.8,1,0.4,0,-180,0.8,0.6,1.5,1.3,6148.359,0,84.019,1,0.926,75.918,19.357
789,Index_789_Parallel.png,Index_789_Back.png,Index_789_Front.png,30,2,4,0.8,0.7,3.2,40,1.8,6,0.8,0.2,0,-180,0.1,1.4,0.8,1.5,6152.11,2,85.014,1,0.821,66.532,22.575
790,Index_790_Parallel.png,Index_790_Back.png,Index_790_Front.png,35,2.2,4.3,0.8,2.9,0.7,30,1.9,4.3,0.8,0.7,1.2,-180,0.3,1.5,1.3,1.2,6162.25,2,84.842,1,0.784,67.438,22.327
791,Index_791_Parallel.png,Index_791_Back.png,Index_791_Front.png,50,2.6,5.2,0.4,1.6,1.1,10,0.8,3.4,2,1.3,1.5,-180,0.4,1.1,0.1,0.3,6168.161,1,87.483,1,0.472,55.397,39.628
792,Index_792_Parallel.png,Index_792_Back.png,Index_792_Front.png,30,1.2,6.8,0.8,0.2,0.9,30,1.4,5.8,1,0,0.4,-180,1,0.8,1.4,1.2,6169.015,0,83.916,1,0.91,75.327,19.425
793,Index_793_Parallel.png,Index_793_Back.png,Index_793_Front.png,50,2.6,5.2,0.4,0.8,1.9,20,1.5,3.6,0.8,1.5,1.1,-180,1.1,0.9,0.9,1.5,6200.625,5,85.494,1,0.648,61.507,26.23
794,Index_794_Parallel.png,Index_794_Back.png,Index_794_Front.png,55,2.2,6.7,0.8,0.1,1.1,10,0.8,3.4,2,0.5,2.3,-180,0.2,0.8,1.4,0.5,6207.056,6,85.837,1,0.565,59.974,28.487
795,Index_795_Parallel.png,Index_795_Back.png,Index_795_Front.png,50,1.8,7.5,0.9,0.4,0,10,0.8,3.4,2,0.7,2.1,-180,0.9,0.1,0.6,0.1,6224.958,5,87.003,1,0.497,55.25,36.881
796,Index_796_Parallel.png,Index_796_Back.png,Index_796_Front.png,30,1.3,6.2,1,0.5,1.2,35,1.6,5.9,1,0.2,0.1,-180,1,0.7,0.7,0.4,6236.722,4,85.528,1,0.744,62.736,25.181
797,Index_797_Parallel.png,Index_797_Back.png,Index_797_Front.png,45,1.9,6.4,0.9,1,0.5,20,1.5,3.6,1,1,1.6,-180,0.3,1.1,1,0.6,6258.534,4,85.871,1,0.63,60.4,27.868
798,Index_798_Parallel.png,Index_798_Back.png,Index_798_Front.png,40,1.8,6,1,0.8,1.1,25,1.1,6.1,0.8,0,0.1,-180,1.5,0.7,1.4,0.2,6261.988,5,85.734,1,0.596,58.446,28.84
799,Index_799_Parallel.png,Index_799_Back.png,Index_799_Front.png,45,1.6,7.6,0.8,0.2,0.1,20,0.9,6,0.8,0.2,0,-180,1.5,1.3,0.9,0.8,6279.021,4,85.357,1,0.62,58.076,27.911
800,Index_800_Parallel.png,Index_800_Back.png,Index_800_Front.png,50,2.5,5.4,0.5,0,2.5,15,0.7,5.8,2,0.2,0.2,-180,0.3,0.3,1,0.2,6294.944,6,86.866,1,0.571,59.626,32.132
801,Index_801_Parallel.png,Index_801_Back.png,Index_801_Front.png,35,2.1,4.5,0.8,1.7,1.7,30,1.4,5.8,1,0.3,0.1,-180,0.3,0.4,0.4,0.1,6305.274,5,87.003,1,0.617,57.136,33.847
802,Index_802_Parallel.png,Index_802_Back.png,Index_802_Front.png,30,2,4,0.8,0.8,3.1,40,1.8,6,0.8,0,0.2,-180,0.2,0.2,1.2,0.7,6318.832,2,85.734,1,0.796,65.629,24.408
803,Index_803_Parallel.png,Index_803_Back.png,Index_803_Front.png,50,1.8,7.5,1,0.3,0.1,10,0.8,3.4,2,0.1,2.7,-180,0.3,1,1.5,1,6319.402,1,84.396,1,0.704,67.91,22.299
804,Index_804_Parallel.png,Index_804_Back.png,Index_804_Front.png,55,1.9,7.8,0.8,0.1,0,15,1.2,3.4,1,0.6,2.2,-180,0.9,0.3,0.6,1.5,6335.683,3,85.254,1,0.614,59.75,27.054
805,Index_805_Parallel.png,Index_805_Back.png,Index_805_Front.png,30,2,4,1,3.9,0,40,1.8,6,0.9,0.2,0,-180,0.8,0.4,0.1,1.4,6343.749,2,85.802,1,0.79,64.087,25.129
806,Index_806_Parallel.png,Index_806_Back.png,Index_806_Front.png,45,2.5,4.9,0.5,1.1,1.9,25,1.4,4.8,1,0.1,1.3,-180,0.6,0.7,1.1,0.9,6344.238,4,85.802,1,0.67,61.378,27.095
807,Index_807_Parallel.png,Index_807_Back.png,Index_807_Front.png,30,1.4,5.8,1,2,0.1,15,0.7,5.8,2,0.3,0.1,-180,0.1,0.4,1.4,0.6,6368.469,1,84.294,0.938,0.852,74.871,20.54
808,Index_808_Parallel.png,Index_808_Back.png,Index_808_Front.png,30,1.2,6.8,0.8,0.3,0.8,30,1.4,5.8,0.9,0.2,0.2,-180,1.2,0.5,1.5,1.3,6370.987,0,83.848,1,0.92,75.172,19.562
809,Index_809_Parallel.png,Index_809_Back.png,Index_809_Front.png,50,1.8,7.5,1,0.4,0,10,0.8,3.4,2,0.5,2.3,-180,0.5,1.3,1.2,0.9,6405.048,4,84.842,1,0.648,64.587,24.316
810,Index_810_Parallel.png,Index_810_Back.png,Index_810_Front.png,35,2.2,4.3,0.8,3.5,0.1,35,1.6,5.9,0.8,0,0.3,-180,0.9,0.4,1.5,1.3,6420.314,2,84.911,1,0.796,67.222,22.791
811,Index_811_Parallel.png,Index_811_Back.png,Index_811_Front.png,30,1.2,6.8,0.8,0.2,0.9,30,1.4,5.8,1,0,0.4,-180,0.7,0.9,1.3,1.2,6431.46,0,83.951,1,0.907,75.115,19.758
812,Index_812_Parallel.png,Index_812_Back.png,Index_812_Front.png,30,2,4,0.9,0.7,3.2,40,1.8,6,0.8,0.1,0.1,-180,0.6,0.1,1,1.1,6441.904,3,85.185,1,0.802,66.199,23.469
813,Index_813_Parallel.png,Index_813_Back.png,Index_813_Front.png,45,2.3,5.3,0.7,1.6,1,25,1.1,6.1,1,0.1,0,-180,0.8,1.2,1.5,1.5,6460.952,2,84.705,1,0.756,66.005,23.106
814,Index_814_Parallel.png,Index_814_Back.png,Index_814_Front.png,35,1.6,5.9,0.9,0.9,1.1,30,1.4,5.8,0.9,0,0.4,-180,1.3,0.8,1.5,1.4,6464.073,1,84.122,1,0.852,71.475,20.744
815,Index_815_Parallel.png,Index_815_Back.png,Index_815_Front.png,45,2.5,4.9,0.5,0.8,2.2,20,1.1,4.9,0.9,0.3,1,-180,1.4,1.3,0.4,1.5,6472.377,4,85.768,1,0.639,59.813,28.306
816,Index_816_Parallel.png,Index_816_Back.png,Index_816_Front.png,50,2.1,6.4,0.8,0.7,0.8,20,1.5,3.6,0.9,1.5,1.1,-180,0.5,0.2,1.4,1.1,6477.361,3,84.945,1,0.682,62.845,24.96
817,Index_817_Parallel.png,Index_817_Back.png,Index_817_Front.png,30,2,4,0.8,2.6,1.3,35,1.6,5.9,0.9,0.3,0,-180,1.5,0.2,1.4,1.3,6478.603,1,84.808,1,0.873,70.692,21.567
818,Index_818_Parallel.png,Index_818_Back.png,Index_818_Front.png,50,1.8,7.5,0.8,0.2,0.2,15,1.2,3.4,0.8,1.7,1.1,-180,0.9,0.1,0.6,0.8,6482.094,6,86.18,1,0.568,57.593,31.549
819,Index_819_Parallel.png,Index_819_Back.png,Index_819_Front.png,30,1.8,4.5,0.8,2.9,0.5,35,1.6,5.9,1,0.3,0,-180,0.5,1.5,0.8,0.3,6482.809,2,86.043,1,0.762,63.169,26.463
820,Index_820_Parallel.png,Index_820_Back.png,Index_820_Front.png,50,1.8,7.5,1,0,0.4,15,1.2,3.4,0.8,1.6,1.2,-180,0.3,1.2,0.5,1.5,6501.265,4,85.322,1,0.602,60.398,27.376
821,Index_821_Parallel.png,Index_821_Back.png,Index_821_Front.png,40,2.2,4.9,0.8,2.7,0.3,30,1.4,5.8,0.9,0.1,0.3,-180,1.3,0.1,0.9,1.2,6510.566,2,85.528,1,0.744,62.287,25.876
822,Index_822_Parallel.png,Index_822_Back.png,Index_822_Front.png,50,1.8,7.5,0.9,0.3,0.1,15,1.2,3.4,0.9,1.1,1.7,-180,0.7,1.1,1.5,1.2,6521.127,1,84.362,1,0.716,65.975,22.968
823,Index_823_Parallel.png,Index_823_Back.png,Index_823_Front.png,30,2,4,0.8,3.1,0.8,35,1.6,5.9,0.9,0.3,0,-180,0.9,1.2,0.5,0.5,6539.853,2,86.145,1,0.753,61.959,27.407
824,Index_824_Parallel.png,Index_824_Back.png,Index_824_Front.png,45,1.6,7.6,0.8,0,0.3,15,1.2,3.4,1,1.4,1.4,-180,1.4,1,0.9,0.3,6545.193,5,86.008,1,0.593,57.707,30.813
