82.202,1.0,0.854938272,66.79515432,30.95558052,3,15,27,9,14,5,3,10,16,2,1,9,2,19,3,7
80.761,0.549382716,1.0,77.46345679,20.67560425,1,24,34,9,17,0,7,8,18,0,4,8,11,18,9,7
80.933,0.987654321,0.922839506,76.80157407,22.88994982,7,17,46,10,12,0,19,9,12,10,0,9,7,1,8,3
82.647,1.0,0.941358025,77.07888889,34.04286458,8,22,17,8,11,1,45,9,18,4,4,6,10,13,5,3
83.162,1.0,0.87037037,70.06185185,24.76552362,5,12,47,9,6,6,48,9,20,1,0,4,10,0,10,24
82.339,1.0,0.833333333,70.7375,41.41280089,2,26,47,9,8,2,46,8,20,10,0,7,11,0,1,0
84.156,1.0,0.765432099,58.57854938,39.05754718,4,22,40,10,13,4,0,8,18,3,0,4,1,14,1,16
80.898,0.388888889,0.981481481,77.69274691,18.4402808,0,12,24,8,7,0,37,8,20,4,0,10,11,1,10,16
82.133,1.0,0.848765432,71.0004321,32.91816363,0,26,30,9,7,4,28,8,17,5,2,8,12,24,2,14
81.276,0.959876543,0.938271605,77.86308642,36.23637826,4,26,48,10,6,1,48,8,16,8,0,5,12,4,1,4
85.528,1.0,0.651234568,40.38796296,38.15357407,8,26,0,8,6,6,15,10,20,10,0,2,0,0,1,0
82.545,1.0,0.780864198,58.79740741,38.2740054,7,22,12,8,9,3,19,10,18,9,2,9,9,22,2,11
81.207,0.907407407,0.947530864,77.18070988,35.77665578,2,25,43,10,9,0,41,8,12,6,0,7,12,7,3,8
82.956,1.0,0.916666667,74.89320988,38.61191657,6,23,40,10,6,0,48,9,20,6,3,3,10,8,1,8
84.019,1.0,0.824074074,60.86385802,32.89234809,3,22,17,9,18,6,1,10,14,4,2,4,2,20,1,4
82.099,0.987654321,0.941358025,76.63962963,22.96766023,2,20,32,8,20,3,8,9,12,2,2,7,7,3,8,9
82.476,0.944444444,0.922839506,77.72274691,39.75340874,7,22,48,8,10,0,41,10,18,1,0,6,9,1,2,12
81.344,0.941358025,0.941358025,77.09641975,38.59711626,2,26,47,10,7,0,43,8,17,7,0,7,12,5,2,8
82.51,0.953703704,0.944444444,77.57262346,38.0101647,6,26,48,10,6,0,41,8,12,10,3,3,12,8,3,0
81.962,1.0,0.950617284,75.21364198,18.69528599,0,26,0,10,20,6,48,10,20,10,0,10,12,24,10,24
81.962,1.0,0.941358025,75.22416667,18.69528599,0,26,0,10,20,6,48,10,19,10,0,10,12,24,10,24
81.996,1.0,0.913580247,73.74657407,20.1019043,0,25,1,10,19,6,48,9,20,10,1,10,12,24,10,24
81.996,1.0,0.925925926,73.87740741,19.38519999,2,26,0,9,20,6,44,10,20,10,0,10,10,24,10,23
82.956,1.0,0.916666667,75.21015432,37.24267832,8,19,9,8,14,0,15,10,9,9,0,7,10,4,4,14
82.956,1.0,0.910493827,65.85845679,25.7435553,6,15,47,10,13,5,2,9,17,1,4,8,2,18,7,24
82.75,1.0,0.888888889,73.16429012,29.69766097,1,24,16,10,20,4,29,8,19,9,2,4,4,6,4,12
81.173,0.882716049,0.941358025,77.80666667,39.64680996,4,26,48,9,6,0,38,8,19,5,0,5,10,2,1,4
82.442,0.904320988,0.950617284,77.63432099,39.62375637,2,26,48,10,6,0,30,8,20,3,0,3,12,0,1,8
83.951,1.0,0.731481481,53.92296296,31.96579953,5,15,7,9,14,5,12,8,15,1,2,4,0,17,7,10
82.647,1.0,0.910493827,74.72274691,38.12684915,4,26,13,9,8,0,19,9,6,9,2,2,3,14,9,17
83.608,1.0,0.858024691,69.41854938,35.73809181,7,18,29,10,20,3,46,10,19,1,0,7,7,7,2,15
81.996,1.0,0.944444444,68.33719136,22.40933923,6,21,46,10,13,5,8,10,16,9,4,10,3,21,8,11
82.476,0.916666667,0.935185185,77.01351852,40.47397064,1,20,48,9,19,0,47,8,19,10,0,3,11,18,1,24
82.373,0.87654321,0.938271605,77.52901235,39.85603434,4,25,48,10,7,0,37,8,16,7,0,4,12,6,1,8
