in:Index,img:Output1,img:Output2,img:Output3,img:Output4,out:WWR_Skylight,out:WWR_Skylight_Vertical_Shading_Divided,out:H_Skylight,out:W_Skylight,out:SH_Skylight,out:Distance_A_Skylight,out:Distance_B_Skylight,out:WWR_Corridor,out:H_Corridor,out:W_Corridor,out:SH_Corridor,out:Distance_A_Corridor,out:Distance_B_Corridor,out:Degree,out:Overhang_Angle,out:Overhang_Length,out:Overhang_Movement_Distance,out:Vertical_Shading_Number,out:Vertical_Shading_Width,out:Vertical_Shading_Length,out:W_Skylight_Vertical_Shading_Divided,out:Vertiacl_Shading_Top_Left_Movement_Distance,out:Vertiacl_Shading_Top_Right_Movement_Distance,out:Hypervolume,out:Rank,out:EUI,out:sDA,out:sGA,out:UDI,out:SVF
37,Index_37_Parallel.png,Index_37_Back.png,Index_37_Front.png,Index_37_Top.png,30,29,1.3,6.2,0.9,0.8,0.9,35,1.9,5,0.9,1.1,0.1,-180,0,1.8,0.5,7,0.02,1.4,1.01,0,0,,3,82.167,0.987654,0.8858,75.39,16.14
38,Index_38_Parallel.png,Index_38_Back.png,Index_38_Front.png,Index_38_Top.png,70,59,2.5,7.6,0.5,0.1,0.2,10,0.6,4.5,2,0.9,0.8,-180,-80,2,0.1,2,1.2,0.1,6.4,0.6,0.6,,2,88.409,1,0.3488,48.58,43.67
39,Index_39_Parallel.png,Index_39_Back.png,Index_39_Front.png,Index_39_Top.png,35,32,2.2,4.3,0.8,0.5,3.1,20,0.9,6,0.8,0,0.2,-180,-20,1,0.6,5,0.1,0.8,0.98,0,0.1,,3,83.882,0.978395,0.8025,70.16,25.3
40,Index_40_Parallel.png,Index_40_Back.png,Index_40_Front.png,Index_40_Top.png,70,64,2.5,7.6,0.5,0.1,0.2,35,1.7,5.6,0.9,0.2,0.4,-180,20,0.5,0.4,8,0.1,0.6,0.99,0.05,0.05,,13,86.728,1,0.2191,44.25,26.78
41,Index_41_Parallel.png,Index_41_Back.png,Index_41_Front.png,Index_41_Top.png,40,31,1.7,6.4,0.9,0,1.5,25,1.5,4.5,0.9,1.1,0.6,-180,-50,1.8,0.9,3,0.7,0.5,2.5,0.2,0.5,,3,85.528,1,0.6451,61.25,33.58
42,Index_42_Parallel.png,Index_42_Back.png,Index_42_Front.png,Index_42_Top.png,60,37,2.1,7.7,0.9,0,0.2,30,1.4,5.8,1,0.3,0.1,-180,40,1.4,0,4,1,0.1,1.57,0.1,0.2,,3,83.779,1,0.7593,66.02,25.69
43,Index_43_Parallel.png,Index_43_Back.png,Index_43_Front.png,Index_43_Top.png,30,30,1.9,4.3,0.9,3.4,0.2,10,0.8,3.4,2,1,1.8,-180,40,1.9,0.2,2,0.02,1.1,4.28,0,0,,5,81.516,0.469136,0.9444,75.64,13.09
44,Index_44_Parallel.png,Index_44_Back.png,Index_44_Front.png,Index_44_Top.png,55,49,1.9,7.8,0.8,0.1,0,15,1.2,3.4,0.9,0.3,2.5,-180,-60,0.2,0.7,9,0.1,0.3,0.87,0.1,0,,6,86.797,1,0.4815,53.44,37.29
45,Index_45_Parallel.png,Index_45_Back.png,Index_45_Front.png,Index_45_Top.png,60,41,2.1,7.7,0.9,0,0.2,20,0.9,6,0.8,0.2,0,-180,-30,0.7,0.2,5,0.6,1.4,1.32,0.1,0.4,,5,84.053,1,0.5741,60.7,26.96
46,Index_46_Parallel.png,Index_46_Back.png,Index_46_Front.png,Index_46_Top.png,45,44,2.1,5.8,0.9,0.7,1.4,40,1.8,6,1,0.1,0.1,-180,70,1.2,0,6,0.02,1.3,1.14,0,0,,7,83.333,1,0.8086,65.45,16.31
47,Index_47_Parallel.png,Index_47_Back.png,Index_47_Front.png,Index_47_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,15,82.853,0.996914,0.7716,70.88,23.05
48,Index_48_Parallel.png,Index_48_Back.png,Index_48_Front.png,Index_48_Top.png,30,30,1.2,6.8,0.8,0,1.1,15,0.7,5.8,2,0,0.4,-180,80,0.1,0,8,0.02,0.6,0.95,0,0,,4,84.156,0.944444,0.8025,70.59,23.13
49,Index_49_Parallel.png,Index_49_Back.png,Index_49_Front.png,Index_49_Top.png,30,29,2,4,0.8,0.2,3.7,10,0.8,3.4,2,1.9,0.9,-180,80,2,0.1,5,0.02,0.2,0.98,0,0,,4,81.653,0.231481,0.9414,73.44,14.73
